org_id,img_id,Day,Clone,Imaging,org_size_px2,org_size_mikrometer2
36,org36_A1A-1_d05_LabA,5,A1A-1,LabA,119188,1193599
36,org36_A1A-1_d05_LabB,5,A1A-1,LabB,123344,1105669
36,org36_A1A-1_d08_LabA,8,A1A-1,LabA,94562,946984
36,org36_A1A-1_d08_LabB,8,A1A-1,LabB,98057,878994
36,org36_A1A-1_d10_LabA,10,A1A-1,LabA,108426,1085824
36,org36_A1A-1_d10_LabB,10,A1A-1,LabB,118108,1058733
36,org36_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,80444,805600
36,org36_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,126913,1270960
36,org36_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,84299,755665
36,org36_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,136869,1226908
36,org36_A1A-1_d16_LabA,16,A1A-1,LabA,101685,1018316
36,org36_A1A-1_d16_LabB,16,A1A-1,LabB,105876,949084
36,org36_A1A-1_d19_LabA,19,A1A-1,LabA,124817,1249970
36,org36_A1A-1_d19_LabB,19,A1A-1,LabB,128606,1152838
36,org36_A1A-1_d22_LabA,22,A1A-1,LabA,171037,1712836
36,org36_A1A-1_d22_LabB,22,A1A-1,LabB,181796,1629639
36,org36_A1A-1_d25_LabA,25,A1A-1,LabA,203894,2041880
36,org36_A1A-1_d25_LabB,25,A1A-1,LabB,213679,1915442
36,org36_A1A-1_d30_LabA,30,A1A-1,LabA,337244,3377303
36,org36_A1A-1_d30_LabB,30,A1A-1,LabB,340107,3048756
37,org37_A1A-1_d02_LabA,2,A1A-1,LabA,46441,465080
37,org37_A1A-1_d02_LabB,2,A1A-1,LabB,44414,398132
37,org37_A1A-1_d05_LabA,5,A1A-1,LabA,119465,1196373
37,org37_A1A-1_d05_LabB,5,A1A-1,LabB,123781,1109586
37,org37_A1A-1_d08_LabA,8,A1A-1,LabA,100691,1008362
37,org37_A1A-1_d08_LabB,8,A1A-1,LabB,106203,952015
37,org37_A1A-1_d10_LabA,10,A1A-1,LabA,114735,1149005
37,org37_A1A-1_d10_LabB,10,A1A-1,LabB,115263,1033230
37,org37_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,81377,814944
37,org37_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,131033,1312220
37,org37_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,84022,753182
37,org37_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,140302,1257682
37,org37_A1A-1_d16_LabA,16,A1A-1,LabA,102614,1027620
37,org37_A1A-1_d16_LabB,16,A1A-1,LabB,110886,993994
37,org37_A1A-1_d19_LabA,19,A1A-1,LabA,123565,1237432
37,org37_A1A-1_d19_LabB,19,A1A-1,LabB,124606,1116982
37,org37_A1A-1_d22_LabA,22,A1A-1,LabA,155968,1561929
37,org37_A1A-1_d22_LabB,22,A1A-1,LabB,167152,1498369
37,org37_A1A-1_d25_LabA,25,A1A-1,LabA,202959,2032517
37,org37_A1A-1_d25_LabB,25,A1A-1,LabB,207782,1862580
37,org37_A1A-1_d30_LabA,30,A1A-1,LabA,326773,3272442
37,org37_A1A-1_d30_LabB,30,A1A-1,LabB,288984,2590484
38,org38_A1A-1_d02_LabA,2,A1A-1,LabA,37827,378815
38,org38_A1A-1_d02_LabB,2,A1A-1,LabB,41696,373767
38,org38_A1A-1_d05_LabA,5,A1A-1,LabA,132186,1323766
38,org38_A1A-1_d05_LabB,5,A1A-1,LabB,142239,1275046
38,org38_A1A-1_d08_LabA,8,A1A-1,LabA,116657,1168252
38,org38_A1A-1_d08_LabB,8,A1A-1,LabB,115441,1034826
38,org38_A1A-1_d10_LabA,10,A1A-1,LabA,130484,1306722
38,org38_A1A-1_d10_LabB,10,A1A-1,LabB,136000,1219119
38,org38_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,77504,776158
38,org38_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,144635,1448436
38,org38_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,77261,692576
38,org38_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,155298,1392108
38,org38_A1A-1_d16_LabA,16,A1A-1,LabA,112171,1123328
38,org38_A1A-1_d16_LabB,16,A1A-1,LabB,119183,1068369
38,org38_A1A-1_d19_LabA,19,A1A-1,LabA,132751,1329424
38,org38_A1A-1_d19_LabB,19,A1A-1,LabB,138477,1241323
38,org38_A1A-1_d22_LabA,22,A1A-1,LabA,172612,1728609
38,org38_A1A-1_d22_LabB,22,A1A-1,LabB,184850,1657015
38,org38_A1A-1_d25_LabA,25,A1A-1,LabA,217453,2177666
38,org38_A1A-1_d25_LabB,25,A1A-1,LabB,225471,2021146
38,org38_A1A-1_d30_LabA,30,A1A-1,LabA,305857,3062981
38,org38_A1A-1_d30_LabB,30,A1A-1,LabB,305362,2737298
39,org39_A1A-1_d02_LabA,2,A1A-1,LabA,46023,460894
39,org39_A1A-1_d02_LabB,2,A1A-1,LabB,44213,396330
39,org39_A1A-1_d05_LabA,5,A1A-1,LabA,127406,1275897
39,org39_A1A-1_d05_LabB,5,A1A-1,LabB,137915,1236285
39,org39_A1A-1_d08_LabA,8,A1A-1,LabA,105629,1057813
39,org39_A1A-1_d08_LabB,8,A1A-1,LabB,111187,996692
39,org39_A1A-1_d10_LabA,10,A1A-1,LabA,122112,1222881
39,org39_A1A-1_d10_LabB,10,A1A-1,LabB,134427,1205018
39,org39_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,80005,801204
39,org39_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,147196,1474083
39,org39_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,83189,745715
39,org39_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,157690,1413550
39,org39_A1A-1_d16_LabA,16,A1A-1,LabA,108806,1089629
39,org39_A1A-1_d16_LabB,16,A1A-1,LabB,114135,1023118
39,org39_A1A-1_d19_LabA,19,A1A-1,LabA,128549,1287344
39,org39_A1A-1_d19_LabB,19,A1A-1,LabB,135452,1214206
39,org39_A1A-1_d22_LabA,22,A1A-1,LabA,172955,1732044
39,org39_A1A-1_d22_LabB,22,A1A-1,LabB,185506,1662896
39,org39_A1A-1_d25_LabA,25,A1A-1,LabA,215553,2158638
39,org39_A1A-1_d25_LabB,25,A1A-1,LabB,233092,2089462
39,org39_A1A-1_d30_LabA,30,A1A-1,LabA,329478,3299531
39,org39_A1A-1_d30_LabB,30,A1A-1,LabB,337505,3025431
40,org40_A1A-1_d02_LabA,2,A1A-1,LabA,39789,398464
40,org40_A1A-1_d02_LabB,2,A1A-1,LabB,40284,361110
40,org40_A1A-1_d05_LabA,5,A1A-1,LabA,119234,1194059
40,org40_A1A-1_d05_LabB,5,A1A-1,LabB,130444,1169314
40,org40_A1A-1_d08_LabA,8,A1A-1,LabA,92375,925082
40,org40_A1A-1_d08_LabB,8,A1A-1,LabB,96865,868308
40,org40_A1A-1_d10_LabA,10,A1A-1,LabA,109690,1098482
40,org40_A1A-1_d10_LabB,10,A1A-1,LabB,113469,1017148
40,org40_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,72755,728599
40,org40_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,130613,1308014
40,org40_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,78129,700357
40,org40_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,141653,1269793
40,org40_A1A-1_d16_LabA,16,A1A-1,LabA,101072,1012178
40,org40_A1A-1_d16_LabB,16,A1A-1,LabB,104866,940030
40,org40_A1A-1_d19_LabA,19,A1A-1,LabA,127075,1272583
40,org40_A1A-1_d19_LabB,19,A1A-1,LabB,126231,1131548
40,org40_A1A-1_d22_LabA,22,A1A-1,LabA,162218,1624519
40,org40_A1A-1_d22_LabB,22,A1A-1,LabB,172067,1542427
40,org40_A1A-1_d25_LabA,25,A1A-1,LabA,205968,2062650
40,org40_A1A-1_d25_LabB,25,A1A-1,LabB,222961,1998646
40,org40_A1A-1_d30_LabA,30,A1A-1,LabA,301667,3021020
40,org40_A1A-1_d30_LabB,30,A1A-1,LabB,321192,2879200
41,org41_A1A-1_d02_LabA,2,A1A-1,LabA,43476,435387
41,org41_A1A-1_d02_LabB,2,A1A-1,LabB,44295,397065
41,org41_A1A-1_d05_LabA,5,A1A-1,LabA,116850,1170185
41,org41_A1A-1_d05_LabB,5,A1A-1,LabB,120897,1083734
41,org41_A1A-1_d08_LabA,8,A1A-1,LabA,95496,956337
41,org41_A1A-1_d08_LabB,8,A1A-1,LabB,97269,871930
41,org41_A1A-1_d10_LabA,10,A1A-1,LabA,111816,1119772
41,org41_A1A-1_d10_LabB,10,A1A-1,LabB,122609,1099080
41,org41_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,73219,733246
41,org41_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,122530,1227067
41,org41_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,76494,685700
41,org41_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,137989,1236948
41,org41_A1A-1_d16_LabA,16,A1A-1,LabA,111633,1117940
41,org41_A1A-1_d16_LabB,16,A1A-1,LabB,115607,1036314
41,org41_A1A-1_d19_LabA,19,A1A-1,LabA,130941,1311298
41,org41_A1A-1_d19_LabB,19,A1A-1,LabB,130195,1167082
41,org41_A1A-1_d22_LabA,22,A1A-1,LabA,174793,1750451
41,org41_A1A-1_d22_LabB,22,A1A-1,LabB,192113,1722122
41,org41_A1A-1_d25_LabA,25,A1A-1,LabA,231135,2314683
41,org41_A1A-1_d25_LabB,25,A1A-1,LabB,231096,2071569
41,org41_A1A-1_d30_LabA,30,A1A-1,LabA,365781,3663085
41,org41_A1A-1_d30_LabB,30,A1A-1,LabB,378641,3394179
42,org42_A1A-1_d02_LabA,2,A1A-1,LabA,43234,432963
42,org42_A1A-1_d02_LabB,2,A1A-1,LabB,44792,401520
42,org42_A1A-1_d05_LabA,5,A1A-1,LabA,129587,1297739
42,org42_A1A-1_d05_LabB,5,A1A-1,LabB,133538,1197049
42,org42_A1A-1_d08_LabA,8,A1A-1,LabA,99723,998668
42,org42_A1A-1_d08_LabB,8,A1A-1,LabB,109267,979481
42,org42_A1A-1_d10_LabA,10,A1A-1,LabA,118936,1191075
42,org42_A1A-1_d10_LabB,10,A1A-1,LabB,120593,1081009
42,org42_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,82830,829494
42,org42_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,138947,1391474
42,org42_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,87396,783427
42,org42_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,148187,1328364
42,org42_A1A-1_d16_LabA,16,A1A-1,LabA,109214,1093715
42,org42_A1A-1_d16_LabB,16,A1A-1,LabB,118443,1061736
42,org42_A1A-1_d19_LabA,19,A1A-1,LabA,131739,1319290
42,org42_A1A-1_d19_LabB,19,A1A-1,LabB,139856,1253684
42,org42_A1A-1_d22_LabA,22,A1A-1,LabA,188469,1887408
42,org42_A1A-1_d22_LabB,22,A1A-1,LabB,195857,1755683
42,org42_A1A-1_d25_LabA,25,A1A-1,LabA,255676,2560447
42,org42_A1A-1_d25_LabB,25,A1A-1,LabB,272603,2443643
42,org42_A1A-1_d30_LabA,30,A1A-1,LabA,376162,3767045
42,org42_A1A-1_d30_LabB,30,A1A-1,LabB,342507,3070270
43,org43_A1A-1_d02_LabA,2,A1A-1,LabA,43018,430800
43,org43_A1A-1_d02_LabB,2,A1A-1,LabB,39900,357668
43,org43_A1A-1_d05_LabA,5,A1A-1,LabA,110368,1105272
43,org43_A1A-1_d05_LabB,5,A1A-1,LabB,118273,1060212
43,org43_A1A-1_d08_LabA,8,A1A-1,LabA,97049,971890
43,org43_A1A-1_d08_LabB,8,A1A-1,LabB,97652,875363
43,org43_A1A-1_d10_LabA,10,A1A-1,LabA,103308,1034570
43,org43_A1A-1_d10_LabB,10,A1A-1,LabB,105679,947318
43,org43_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,81491,816085
43,org43_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,119974,1201470
43,org43_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,84447,756992
43,org43_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,130595,1170668
43,org43_A1A-1_d16_LabA,16,A1A-1,LabA,100858,1010034
43,org43_A1A-1_d16_LabB,16,A1A-1,LabB,115088,1031661
43,org43_A1A-1_d19_LabA,19,A1A-1,LabA,128681,1288666
43,org43_A1A-1_d19_LabB,19,A1A-1,LabB,129759,1163174
43,org43_A1A-1_d22_LabA,22,A1A-1,LabA,171624,1718715
43,org43_A1A-1_d22_LabB,22,A1A-1,LabB,186376,1670695
43,org43_A1A-1_d25_LabA,25,A1A-1,LabA,227166,2274936
43,org43_A1A-1_d25_LabB,25,A1A-1,LabB,240073,2152040
43,org43_A1A-1_d30_LabA,30,A1A-1,LabA,349557,3500611
43,org43_A1A-1_d30_LabB,30,A1A-1,LabB,368018,3298953
44,org44_A1A-1_d02_LabA,2,A1A-1,LabA,38945,390012
44,org44_A1A-1_d02_LabB,2,A1A-1,LabB,42928,384811
44,org44_A1A-1_d05_LabA,5,A1A-1,LabA,127218,1274015
44,org44_A1A-1_d05_LabB,5,A1A-1,LabB,133738,1198842
44,org44_A1A-1_d08_LabA,8,A1A-1,LabA,91470,916019
44,org44_A1A-1_d08_LabB,8,A1A-1,LabB,99411,891131
44,org44_A1A-1_d10_LabA,10,A1A-1,LabA,115084,1152500
44,org44_A1A-1_d10_LabB,10,A1A-1,LabB,120760,1082506
44,org44_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,78552,786653
44,org44_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,142542,1427476
44,org44_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,81452,730145
44,org44_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,159659,1431200
44,org44_A1A-1_d16_LabA,16,A1A-1,LabA,109929,1100875
44,org44_A1A-1_d16_LabB,16,A1A-1,LabB,115338,1033902
44,org44_A1A-1_d19_LabA,19,A1A-1,LabA,127932,1281165
44,org44_A1A-1_d19_LabB,19,A1A-1,LabB,135687,1216313
44,org44_A1A-1_d22_LabA,22,A1A-1,LabA,168950,1691936
44,org44_A1A-1_d22_LabB,22,A1A-1,LabB,178890,1603589
44,org44_A1A-1_d25_LabA,25,A1A-1,LabA,211782,2120874
44,org44_A1A-1_d25_LabB,25,A1A-1,LabB,218291,1956784
44,org44_A1A-1_d30_LabA,30,A1A-1,LabA,322579,3230442
44,org44_A1A-1_d30_LabB,30,A1A-1,LabB,308004,2760981
45,org45_A1A-1_d02_LabA,2,A1A-1,LabA,43049,431111
45,org45_A1A-1_d02_LabB,2,A1A-1,LabB,44326,397343
45,org45_A1A-1_d05_LabA,5,A1A-1,LabA,105600,1057523
45,org45_A1A-1_d05_LabB,5,A1A-1,LabB,112343,1007055
45,org45_A1A-1_d08_LabA,8,A1A-1,LabA,93903,940384
45,org45_A1A-1_d08_LabB,8,A1A-1,LabB,98159,879908
45,org45_A1A-1_d10_LabA,10,A1A-1,LabA,108677,1088337
45,org45_A1A-1_d10_LabB,10,A1A-1,LabB,111521,999686
45,org45_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,79649,797639
45,org45_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,134442,1346359
45,org45_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,83365,747293
45,org45_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,151397,1357139
45,org45_A1A-1_d16_LabA,16,A1A-1,LabA,113100,1132631
45,org45_A1A-1_d16_LabB,16,A1A-1,LabB,121835,1092142
45,org45_A1A-1_d19_LabA,19,A1A-1,LabA,139836,1400377
45,org45_A1A-1_d19_LabB,19,A1A-1,LabB,138139,1238293
45,org45_A1A-1_d22_LabA,22,A1A-1,LabA,172711,1729601
45,org45_A1A-1_d22_LabB,22,A1A-1,LabB,184841,1656935
45,org45_A1A-1_d25_LabA,25,A1A-1,LabA,212033,2123388
45,org45_A1A-1_d25_LabB,25,A1A-1,LabB,226924,2034171
45,org45_A1A-1_d30_LabA,30,A1A-1,LabA,343736,3442317
45,org45_A1A-1_d30_LabB,30,A1A-1,LabB,337629,3026543
46,org46_A1A-1_d02_LabA,2,A1A-1,LabA,46878,469456
46,org46_A1A-1_d02_LabB,2,A1A-1,LabB,44945,402892
46,org46_A1A-1_d05_LabA,5,A1A-1,LabA,134836,1350304
46,org46_A1A-1_d05_LabB,5,A1A-1,LabB,142758,1279698
46,org46_A1A-1_d08_LabA,8,A1A-1,LabA,112421,1125831
46,org46_A1A-1_d08_LabB,8,A1A-1,LabB,115647,1036672
46,org46_A1A-1_d10_LabA,10,A1A-1,LabA,124134,1243130
46,org46_A1A-1_d10_LabB,10,A1A-1,LabB,129638,1162089
46,org46_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,76230,763399
46,org46_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,142170,1423750
46,org46_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,79410,711840
46,org46_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,159089,1426091
46,org46_A1A-1_d16_LabA,16,A1A-1,LabA,120847,1210213
46,org46_A1A-1_d16_LabB,16,A1A-1,LabB,123201,1104387
46,org46_A1A-1_d19_LabA,19,A1A-1,LabA,142992,1431982
46,org46_A1A-1_d19_LabB,19,A1A-1,LabB,144219,1292795
46,org46_A1A-1_d22_LabA,22,A1A-1,LabA,190486,1907607
46,org46_A1A-1_d22_LabB,22,A1A-1,LabB,192205,1722946
46,org46_A1A-1_d25_LabA,25,A1A-1,LabA,236617,2369582
46,org46_A1A-1_d25_LabB,25,A1A-1,LabB,249430,2235917
46,org46_A1A-1_d30_LabA,30,A1A-1,LabA,355625,3561378
46,org46_A1A-1_d30_LabB,30,A1A-1,LabB,349037,3128805
47,org47_A1A-1_d02_LabA,2,A1A-1,LabA,45052,451170
47,org47_A1A-1_d02_LabB,2,A1A-1,LabB,46180,413962
47,org47_A1A-1_d05_LabA,5,A1A-1,LabA,130262,1304498
47,org47_A1A-1_d05_LabB,5,A1A-1,LabB,136075,1219791
47,org47_A1A-1_d08_LabA,8,A1A-1,LabA,110967,1111270
47,org47_A1A-1_d08_LabB,8,A1A-1,LabB,115294,1033508
47,org47_A1A-1_d10_LabA,10,A1A-1,LabA,124853,1250330
47,org47_A1A-1_d10_LabB,10,A1A-1,LabB,136592,1224425
47,org47_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,77315,774265
47,org47_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,153144,1533648
47,org47_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,83402,747625
47,org47_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,183540,1645272
47,org47_A1A-1_d16_LabA,16,A1A-1,LabA,124172,1243511
47,org47_A1A-1_d16_LabB,16,A1A-1,LabB,130251,1167584
47,org47_A1A-1_d19_LabA,19,A1A-1,LabA,142623,1428287
47,org47_A1A-1_d19_LabB,19,A1A-1,LabB,150000,1344616
47,org47_A1A-1_d22_LabA,22,A1A-1,LabA,199241,1995283
47,org47_A1A-1_d22_LabB,22,A1A-1,LabB,212130,1901556
47,org47_A1A-1_d25_LabA,25,A1A-1,LabA,263953,2643336
47,org47_A1A-1_d25_LabB,25,A1A-1,LabB,290825,2606987
47,org47_A1A-1_d30_LabA,30,A1A-1,LabA,406510,4070962
47,org47_A1A-1_d30_LabB,30,A1A-1,LabB,388984,3486894
48,org48_A1A-1_d02_LabA,2,A1A-1,LabA,47453,475214
48,org48_A1A-1_d02_LabB,2,A1A-1,LabB,51166,458658
48,org48_A1A-1_d05_LabA,5,A1A-1,LabA,127055,1272382
48,org48_A1A-1_d05_LabB,5,A1A-1,LabB,131734,1180878
48,org48_A1A-1_d08_LabA,8,A1A-1,LabA,100771,1009163
48,org48_A1A-1_d08_LabB,8,A1A-1,LabB,105052,941697
48,org48_A1A-1_d10_LabA,10,A1A-1,LabA,120448,1206217
48,org48_A1A-1_d10_LabB,10,A1A-1,LabB,130977,1174092
48,org48_A1A-1_d12_LabA_after_embedding,12,A1A-1,LabA,82056,821743
48,org48_A1A-1_d12_LabA_before_embedding,12,A1A-1,LabA,141794,1419985
48,org48_A1A-1_d12_LabB_after_embedding,12,A1A-1,LabB,83276,746495
48,org48_A1A-1_d12_LabB_before_embedding,12,A1A-1,LabB,155692,1395640
48,org48_A1A-1_d16_LabA,16,A1A-1,LabA,112246,1124079
48,org48_A1A-1_d16_LabB,16,A1A-1,LabB,116820,1047187
48,org48_A1A-1_d19_LabA,19,A1A-1,LabA,131369,1315584
48,org48_A1A-1_d19_LabB,19,A1A-1,LabB,133912,1200402
48,org48_A1A-1_d22_LabA,22,A1A-1,LabA,177589,1778451
48,org48_A1A-1_d22_LabB,22,A1A-1,LabB,186237,1669449
48,org48_A1A-1_d25_LabA,25,A1A-1,LabA,207554,2078533
48,org48_A1A-1_d25_LabB,25,A1A-1,LabB,217726,1951719
48,org48_A1A-1_d30_LabA,30,A1A-1,LabA,360411,3609307
48,org48_A1A-1_d30_LabB,30,A1A-1,LabB,363399,3257548
49,org49_B2A-2_d02_LabA,2,B2A-2,LabA,19812,198406
49,org49_B2A-2_d02_LabB,2,B2A-2,LabB,22166,198698
49,org49_B2A-2_d05_LabA,5,B2A-2,LabA,74739,748468
49,org49_B2A-2_d05_LabB,5,B2A-2,LabB,80414,720840
49,org49_B2A-2_d08_LabA,8,B2A-2,LabA,56339,564202
49,org49_B2A-2_d08_LabB,8,B2A-2,LabB,61211,548702
49,org49_B2A-2_d10_LabA,10,B2A-2,LabA,54483,545616
49,org49_B2A-2_d10_LabB,10,B2A-2,LabB,57080,511671
49,org49_B2A-2_d12_LabA_after_embedding,12,B2A-2,LabA,37500,375541
49,org49_B2A-2_d12_LabA_before_embedding,12,B2A-2,LabA,63660,637518
49,org49_B2A-2_d12_LabB_after_embedding,12,B2A-2,LabB,30718,275359
49,org49_B2A-2_d12_LabB_before_embedding,12,B2A-2,LabB,80539,721960
49,org49_B2A-2_d16_LabA,16,B2A-2,LabA,37770,378245
49,org49_B2A-2_d16_LabB,16,B2A-2,LabB,39575,354755
49,org49_B2A-2_d19_LabA,19,B2A-2,LabA,47623,476917
49,org49_B2A-2_d19_LabB,19,B2A-2,LabB,54216,485998
49,org49_B2A-2_d22_LabA,22,B2A-2,LabA,74104,742109
49,org49_B2A-2_d22_LabB,22,B2A-2,LabB,77475,694494
49,org49_B2A-2_d25_LabA,25,B2A-2,LabA,100085,1002293
49,org49_B2A-2_d25_LabB,25,B2A-2,LabB,104284,934813
49,org49_B2A-2_d30_LabA,30,B2A-2,LabA,123413,1235910
49,org49_B2A-2_d30_LabB,30,B2A-2,LabB,127128,1139589
50,org50_B2A-2_d02_LabA,2,B2A-2,LabA,19122,191496
50,org50_B2A-2_d02_LabB,2,B2A-2,LabB,23918,214404
50,org50_B2A-2_d05_LabA,5,B2A-2,LabA,76672,767826
50,org50_B2A-2_d05_LabB,5,B2A-2,LabB,82786,742103
50,org50_B2A-2_d08_LabA,8,B2A-2,LabA,78385,784980
50,org50_B2A-2_d08_LabB,8,B2A-2,LabB,80233,719217
50,org50_B2A-2_d10_LabA,10,B2A-2,LabA,85927,860509
50,org50_B2A-2_d10_LabB,10,B2A-2,LabB,95365,854862
50,org50_B2A-2_d12_LabA_before_embedding,12,B2A-2,LabA,124348,1245273
50,org50_B2A-2_d12_LabB_after_embedding,12,B2A-2,LabB,55429,496872
50,org50_B2A-2_d12_LabB_before_embedding,12,B2A-2,LabB,128949,1155913
50,org50_B2A-2_d16_LabA,16,B2A-2,LabA,75995,761046
50,org50_B2A-2_d16_LabB,16,B2A-2,LabB,73946,662860
50,org50_B2A-2_d19_LabA,19,B2A-2,LabA,98992,991348
50,org50_B2A-2_d19_LabB,19,B2A-2,LabB,100229,898464
50,org50_B2A-2_d22_LabA,22,B2A-2,LabA,139361,1395620
50,org50_B2A-2_d22_LabB,22,B2A-2,LabB,136971,1227823
50,org50_B2A-2_d25_LabA,25,B2A-2,LabA,191592,1918683
50,org50_B2A-2_d25_LabB,25,B2A-2,LabB,196917,1765185
50,org50_B2A-2_d30_LabA,30,B2A-2,LabA,284726,2851366
50,org50_B2A-2_d30_LabB,30,B2A-2,LabB,306668,2749005
51,org51_B2A-2_d02_LabA,2,B2A-2,LabA,22740,227728
51,org51_B2A-2_d02_LabB,2,B2A-2,LabB,26239,235209
51,org51_B2A-2_d05_LabA,5,B2A-2,LabA,78840,789537
51,org51_B2A-2_d05_LabB,5,B2A-2,LabB,86583,776139
51,org51_B2A-2_d08_LabA,8,B2A-2,LabA,75078,751863
51,org51_B2A-2_d08_LabB,8,B2A-2,LabB,79614,713668
51,org51_B2A-2_d10_LabA,10,B2A-2,LabA,77350,774615
51,org51_B2A-2_d10_LabB,10,B2A-2,LabB,81431,729956
51,org51_B2A-2_d12_LabA_after_embedding,12,B2A-2,LabA,44379,444430
51,org51_B2A-2_d12_LabA_before_embedding,12,B2A-2,LabA,77687,777990
51,org51_B2A-2_d12_LabB_after_embedding,12,B2A-2,LabB,46695,418579
51,org51_B2A-2_d12_LabB_before_embedding,12,B2A-2,LabB,90501,811261
51,org51_B2A-2_d16_LabA,16,B2A-2,LabA,75236,753445
51,org51_B2A-2_d16_LabB,16,B2A-2,LabB,78735,705789
51,org51_B2A-2_d19_LabA,19,B2A-2,LabA,99783,999269
51,org51_B2A-2_d19_LabB,19,B2A-2,LabB,107790,966241
51,org51_B2A-2_d22_LabA,22,B2A-2,LabA,143010,1432162
51,org51_B2A-2_d22_LabB,22,B2A-2,LabB,150015,1344751
51,org51_B2A-2_d25_LabA,25,B2A-2,LabA,172458,1727067
51,org51_B2A-2_d25_LabB,25,B2A-2,LabB,175117,1569768
51,org51_B2A-2_d30_LabA,30,B2A-2,LabA,258201,2585733
51,org51_B2A-2_d30_LabB,30,B2A-2,LabB,256704,2301122
52,org52_B2A-2_d02_LabA,2,B2A-2,LabA,21237,212676
52,org52_B2A-2_d02_LabB,2,B2A-2,LabB,20520,183943
52,org52_B2A-2_d05_LabA,5,B2A-2,LabA,78130,782427
52,org52_B2A-2_d05_LabB,5,B2A-2,LabB,82966,743716
52,org52_B2A-2_d08_LabA,8,B2A-2,LabA,76531,766414
52,org52_B2A-2_d08_LabB,8,B2A-2,LabB,81815,733398
52,org52_B2A-2_d10_LabA,10,B2A-2,LabA,74930,750381
52,org52_B2A-2_d10_LabB,10,B2A-2,LabB,78960,707806
52,org52_B2A-2_d12_LabA_after_embedding,12,B2A-2,LabA,50027,500991
52,org52_B2A-2_d12_LabA_before_embedding,12,B2A-2,LabA,86133,862572
52,org52_B2A-2_d12_LabB_after_embedding,12,B2A-2,LabB,53907,483228
52,org52_B2A-2_d12_LabB_before_embedding,12,B2A-2,LabB,89881,805703
52,org52_B2A-2_d16_LabA,16,B2A-2,LabA,66806,669023
52,org52_B2A-2_d16_LabB,16,B2A-2,LabB,69346,621625
52,org52_B2A-2_d19_LabA,19,B2A-2,LabA,99260,994031
52,org52_B2A-2_d19_LabB,19,B2A-2,LabB,101101,906280
52,org52_B2A-2_d22_LabA,22,B2A-2,LabA,154741,1549641
52,org52_B2A-2_d22_LabB,22,B2A-2,LabB,161937,1451621
52,org52_B2A-2_d25_LabA,25,B2A-2,LabA,196751,1970347
52,org52_B2A-2_d25_LabB,25,B2A-2,LabB,208383,1867968
52,org52_B2A-2_d30_LabA,30,B2A-2,LabA,282813,2832208
